Janell Rhiannon
Uncross the Stars

Copyright @ 2014 by Janell Rhiannon
All rights reserved. No part of this publication may be reproduced or transmitted in any form or by any means, electronic or mechanical, including photocopying, recording, or any information storage device without permission in writing from the publisher or author. 
*
This book is a work of fiction. References to historical events and people, or real locales are used fictitiously. Other names, characters, places, and incidents are the product of the author’s imagination, and any resemblance to actual events or persons or locales, living or dead, is entirely coincidental. 
*
Kindle 1st Edition 
Cover Design by @ Regina Wamba of Mae I Design 
Edited by Melissa @ There For You Book Editing and Review 
*
You can follow the author at:
Janell Rhiannon @Facebook
Twitter @theravenangel
www.janellrhiannon.com

Acknowledgments
Whenever you sit and write for hours, days, months...you get sick of it. You get sick of your own story, of editing, of sitting...and you begin to doubt that you can finish the book. The saving grace for a writer is that precious handful of people who cheer you on any way they can. They let you ramble, vent, and send texts with sad faces. I’m sure that when I was at my wit’s end for the hundredth time, they wished I’d just finish the book. But, they let me continue the process and encouraged me along the way. So, to this little group who helped me push through Uncross the Stars, I give you my deepest gratitude. 
*
Jim, Nathan, Wesley, and Verni
And in a place of honor, for your assistance 
and a special brand of encouragement
Joy

Chapter 1
At midnight, Fiona and her mother finally pulled into the driveway of their new rental. Her mom cut the engine, but not the parking lights.
	“Looks like we made it, Fee.”
	Fiona’s mom hit the round metal buzzer labeled BUZZ TO ENTER. “Here we go. A brand new adventure. Never been in a prison before.” The door opened and a swoosh of cold air blew passed them. They walked in and were immediately greeted by a heavy-set male guard.
	“Names, please,” he said. He barely looked up. He clearly had a routine and they were passing through it step by step.
	“Kalliope and Fiona Lavender,” Fiona’s mother said.
	The guard scanned down the list on his clipboard. He checked off a box on a paper. “You’re here to visit Martinez, Dario?”
	“Yes,” Fiona replied.
	The guard slid the pencil through the silver latch of the clipboard. “You’ll need to stand on this line.” He indicated to a red line painted on the gray linoleum floor. “And please place your purse on the table,” he said to Fiona’s mom.
	“Guess I’ll be going first,” her mom said. She plopped her backpack sized purse on the table and stood on the red line. “Ready when you are, officer.”
	She winked at Fiona, who rolled her eyes, “Mom. You promised.” She shook her head silently pleading with her mother to stop trying to be funny.
	“Promised what? Not to embarrass you?”
	“Extend your arms, please,” the guard said. Fiona’s mom extended them straight out in front of her.
	“Ma’am I meant out from the side.” The guard’s thin lipped stoicism cracked into an almost smile.
	“Oh. I apologize. I thought you meant—never mind.” She swung her arms out from the side in a little bird flap. As the guard slid his hands along her sides, Fiona’s mom wiggled. “Tickles.”
	Fiona swore she saw the hardened face of the guard soften with a smile. It made Fiona crazy that everyone found her mother amusing and endearing. 
	The guard finished patting her mom down the sides. “Ma’am spread your legs shoulder width.”
	“Excuse me?” Fiona’s mom let her arms drop to her sides with an audible flap. “Is that really necessary? I mean, really?”
	This time his smile was obvious. “From head to toe ma’am.” 
	Fiona’s mom turned to her daughter. “And you think I’m the one embarrassing you,” she said, as the guard moved to her legs. With one hand on each side of her right thigh, he swept down her leg, repeating the process on the left. “If I didn’t know better officer, I’d think you were quite enjoying this.”
	“Just doing my job. Next?” Fiona caught the barely noticeable wink he gave her mother.
	Fiona stepped up to the line and extended her arms out. It felt weird being frisked for contraband by a man who just flirted with her mother.
	“Thank you, ma’am,” the guard said to Fiona.
	“Ma’am?” she sputtered. “Geez.”
	“The visiting area is down the west hall.” The guard pointed to the hall. “You’ll see the check-in window on your right.”
	“Thank you, Officer?” Fiona’s mom asked. She tried to read his badge, which he tilted toward her so she could see it better. “Officer Williams,” she said. Fiona swore her mom batted her eyes at him.
	“You’re welcome,” he said, definitely smiling brightly at her mother.
	Fiona shook her head and rolled her eyes.
	The west hallway was a dirty cream painted cinder block tunnel. Shiny forest green paint, layered thickly with years of repainting, covered each door and all the trim work. Nothing cheery here, Fiona thought. She worried that Dario must be feeling lost in this dismal place that reeked of cheap pine-sol and dirty mop.
	They stopped at the check-in station. A female guard behind the glass unlatched the sliding window. “You’re here for Martinez?”
	“Yes. Well, she is. I’m her mother.”
	“You’re not visiting together?” the guard asked.
	“I’m here with her. She’s the one visiting Dario.”
	“I see.”
	“Is that a problem?” Fiona’s mom asked.
	“You’ll have to be in the room. Minors are not allowed to visit minors without parents present.”
	“You’ve got to be kidding me?!” Fiona blurted out.
	“No. I’m not. Look, young lady. If you’d like to visit with Martinez, you’ll need to have your mom present. Or no visit. Do you understand?”
	“I guess.” Fiona shook her head and started to roll her eyes, but—”
	“And wipe the attitude from your face. Visiting is a privilege not a right in here,” the guard scolded.
	“Sorry,” Fiona mumbled at the floor. She wanted to tell the woman to skate rocks and die. Man, this place is awful. She wondered how any decent person could survive in here.
	“Wait for the buzz. Open the door. Martinez is already in the visiting room,” she said. The guard leveled a direct and hard gaze at Fiona. “You’re not allowed to make any physical contact. If you do, the visitation will be immediately terminated. Do you understand, young lady?”
	Fiona nodded. It was clear who was in control inside this world. All she wanted was to see Dario and make sure he was okay.
	The buzz echoed loudly down the cavernous hall. Fiona’s stomach lurched with nervous butterflies. Her mom walked through the door first. Fiona followed behind her. She saw Dario immediately sitting at a round concrete table. He had was wearing long baggy khaki pants and an over-sized white T-shirt. A far cry from his usual style of relaxed jeans and fitted T-shirts. He looked up, giving her a faint smile. Not the brilliant flash he’d given her when they first met. Suddenly, she regretted coming. Doubts crept into her mind. What if he doesn’t want me here? What if…what if…what if…the question was killing her.
	“Fee, I’m going to be right over there. Have a nice visit.” Fiona’s mom took a seat in a well-worn green and blue striped chair. With no smart phone, she settled into the sidelines, pretending to flip through an old parenting magazine. 
***
Fiona made her way to the table where Dario sat. “Hey, there,” she said.
	“Hey,” he replied.
	“It’s good to see you,” she said.
	“Yeah. You, too,” he replied.
	“Are you doing all right?”
	“For being in here? Sure.” Dario’s jaw tightened. “So, why’d you come, Fiona?”
	“I wanted to see how you were doing for myself,” Fiona said. She pulled her hands close together in her lap. “And I wanted you to know that I know you’d never do what they’re accusing you of. I know you’re innocent.”
	“You know I’m innocent.” It was a statement, not a question. Dario had run this conversation through his mind countless times in the last twenty-four hours. He wasn’t sure which way it would go, but he was hell bent on pulling the truth out of somebody. “I have to ask you a question, Fiona. And I need you to be completely honest with me. I’ve been wracking my brain trying to figure out this whole mess.”
	“Sure. Ask me anything.”
	Dario blurted out the question twisting up his mind. “Why were you mad at me?”	“What?”
	“The other day. You stood me up at lunch. Then, you didn’t answer my texts.”
	Fiona folded her arms on the table and looked Dario straight in the eye. “Look, I wasn’t mad at you. Just confused.”
	“Confused about what?”
	“What Ryan said.”
	“What did Ryan say to you?”
	“It’s nothing. Really. I wasn’t mad.”
	“I need you to tell me what he said.”
	Fiona hesitated. “He said a lot of things. Not all of them nice. And I’m guessing—hoping—they aren’t true.”
	“Just spill it Fiona,” Dario insisted. His impatience obvious with every word.
	“Well, for starters he said you didn’t really like me. That you’re secretly a player.”
	Dario’s eyebrows practically flew off his forehead in disbelief. “What?!”
	“He said you use poetry to lure girls into sleeping with you in the backroom.”
	“The backroom?! Are you sure he said that?” Dario asked. He knew Ryan would never say anything like that about him. It was a lie. Ryan was closer to him than anyone and Ryan knew he was a virgin. They’d argued about it often enough.
	“Certain,” Fiona said.
	Dario thought about all the times Ryan had tried to caution him about Fiona. He began to consider the reality that maybe she was nothing more than a screwed up girl wanting more attention than he could give. “Is that why you did it?” he asked.
